,price,surface,bedrooms,restrooms,location_name,tiene_ascensor,tiene_parking,tiene_piscina,tiene_terraza,es_costa,es_montana
41649,1200,80,3,2,Girona,0,0,0,0,1,1
41650,3100,210,4,2,Girona,0,0,0,0,1,1
41651,1680,130,4,3,Girona,0,0,0,0,1,1
41652,880,38,1,1,Girona,0,0,0,0,1,1
41653,1145,65,2,1,Girona,0,0,0,0,1,1
41654,3500,150,4,2,Girona,0,0,1,1,1,1
41655,1200,140,4,3,Girona,0,0,0,1,1,1
41656,750,65,3,1,Girona,1,0,0,0,1,1
41657,2500,263,4,4,Girona,0,0,0,1,1,1
41658,1000,217,2,2,Girona,0,0,0,1,1,1
41659,3600,45,1,1,Girona,1,0,0,0,1,1
41660,3900,65,2,1,Girona,0,0,0,0,1,1
41661,1500,40,2,1,Girona,1,0,0,0,1,1
41667,700,95,3,3,Girona,0,0,0,0,1,1
41669,1700,190,3,3,Girona,0,0,1,1,1,1
41670,2900,65,2,1,Girona,0,0,0,0,1,1
41671,1000,90,5,1,Girona,0,0,0,0,1,1
41673,2100,70,2,1,Girona,1,0,0,0,1,1
41674,3600,100,3,1,Girona,0,0,0,0,1,1
41675,1300,180,3,3,Girona,0,0,0,0,1,1
41676,2000,70,3,1,Girona,0,1,0,0,1,1
41678,2750,65,2,1,Girona,1,0,0,0,1,1
41680,2850,70,3,1,Girona,1,0,0,0,1,1
41683,2800,40,1,1,Girona,0,0,0,0,1,1
41684,4000,65,3,1,Girona,1,0,0,0,1,1
41685,575,50,1,1,Girona,1,0,0,0,1,1
41686,1200,125,4,2,Girona,0,0,0,1,1,1
41687,1300,143,4,2,Girona,1,1,0,0,1,1
41688,1500,112,3,2,Girona,1,0,0,1,1,1
41690,1350,105,4,3,Girona,1,0,0,0,1,1
41691,1100,140,4,2,Girona,1,1,0,0,1,1
41692,1900,230,4,3,Girona,0,0,1,0,1,1
41695,1450,180,5,3,Girona,0,0,0,1,1,1
41696,700,43,1,1,Girona,1,0,0,0,1,1
41697,725,50,2,1,Girona,1,1,0,0,1,1
41699,600,132,1,1,Girona,0,0,0,1,1,1
41701,730,105,3,2,Girona,0,1,0,1,1,1
41703,3850,80,3,2,Girona,1,0,0,1,1,1
41704,3000,90,3,2,Girona,1,0,0,0,1,1
41705,550,60,3,1,Girona,0,0,0,0,1,1
41706,3500,100,3,2,Girona,0,0,0,1,1,1
41707,2500,90,3,2,Girona,1,0,0,0,1,1
41708,2500,125,3,2,Girona,0,1,0,1,1,1
41709,1600,190,4,2,Girona,0,0,0,1,1,1
41710,800,150,4,2,Girona,0,0,0,0,1,1
41711,750,150,4,2,Girona,0,0,0,0,1,1
41712,850,90,3,2,Girona,1,0,0,0,1,1
41713,2500,513,6,4,Girona,0,0,0,1,1,1
41714,1545,61,2,1,Girona,0,0,0,1,1,1
41715,950,100,3,3,Girona,0,0,0,0,1,1
41716,850,240,3,2,Girona,0,0,0,0,1,1
41720,1700,220,4,2,Girona,0,0,0,0,1,1
41721,2000,150,4,3,Girona,0,0,0,0,1,1
41722,600,70,2,1,Girona,0,0,0,1,1,1
41723,1390,210,4,3,Girona,0,0,0,0,1,1
41724,1390,200,4,3,Girona,0,0,0,0,1,1
41726,1300,66,2,1,Girona,1,0,0,0,1,1
41727,1200,150,4,2,Girona,0,0,0,0,1,1
41728,2500,472,4,1,Girona,0,1,0,0,1,1
41729,838,110,3,2,Girona,1,0,0,0,1,1
41731,1200,150,4,2,Girona,0,0,0,0,1,1
41732,1200,150,3,2,Girona,0,0,0,0,1,1
41734,1600,260,4,3,Girona,0,1,0,1,1,1
41735,3600,300,4,3,Girona,0,0,1,1,1,1
41736,3000,85,3,1,Girona,0,0,0,1,1,1
41737,3000,85,3,1,Girona,0,0,0,1,1,1
41738,2400,90,3,2,Girona,0,0,0,0,1,1
41739,2200,90,2,1,Girona,0,0,0,0,1,1
41740,3600,170,4,2,Girona,0,0,1,1,1,1
41741,650,75,2,1,Girona,0,0,0,0,1,1
41742,650,80,2,1,Girona,0,0,0,1,1,1
41744,1600,55,2,1,Girona,0,1,0,1,1,1
41745,1400,55,2,1,Girona,0,1,0,1,1,1
41746,1100,55,2,1,Girona,1,1,0,0,1,1
41748,1800,100,4,2,Girona,0,0,0,0,1,1
41749,1200,216,4,3,Girona,0,1,0,0,1,1
41750,1000,95,3,2,Girona,0,1,0,1,1,1
41751,3950,500,8,9,Girona,0,0,1,1,1,1
41752,1600,86,3,2,Girona,0,1,0,1,1,1
41753,1000,80,3,2,Girona,0,1,0,1,1,1
41754,1900,300,5,3,Girona,0,0,1,1,1,1
41755,1300,110,3,3,Girona,0,0,0,0,1,1
41756,1250,205,5,2,Girona,0,0,0,0,1,1
41757,540,60,2,1,Girona,1,0,0,0,1,1
41760,2500,350,4,4,Girona,0,0,1,1,1,1
41761,800,169,4,2,Girona,0,0,0,0,1,1
41762,795,102,3,2,Girona,1,0,0,0,1,1
41763,3500,318,4,3,Girona,0,0,1,1,1,1
41764,2500,237,4,4,Girona,0,0,1,1,1,1
41765,1050,90,2,1,Girona,0,0,0,0,1,1
41767,700,132,3,2,Girona,0,0,0,1,1,1
41768,900,65,2,1,Girona,1,0,1,0,1,1
41769,3000,70,3,2,Girona,1,0,0,0,1,1
41770,3400,171,2,2,Girona,0,0,0,1,1,1
41771,1100,60,2,1,Girona,1,0,0,0,1,1
41772,800,90,4,1,Girona,0,1,0,0,1,1
41773,1600,682,3,2,Girona,0,0,0,1,1,1
41775,3500,215,4,3,Girona,1,0,0,0,1,1
41776,3600,110,3,2,Girona,1,0,0,0,1,1
41777,1000,120,3,2,Girona,0,0,0,0,1,1
41778,950,114,4,2,Girona,1,0,0,0,1,1
41779,1050,75,2,2,Girona,0,0,0,0,1,1
41780,650,75,1,1,Girona,1,0,0,0,1,1
41781,700,48,2,1,Girona,1,0,0,0,1,1
41782,770,90,3,1,Girona,1,0,0,0,1,1
41783,800,90,3,2,Girona,1,0,0,0,1,1
41784,800,75,3,1,Girona,1,0,0,0,1,1
41785,1000,112,3,2,Girona,1,0,0,0,1,1
41786,900,91,3,2,Girona,1,0,0,0,1,1
41787,1500,95,3,2,Girona,0,0,0,0,1,1
41788,700,65,2,1,Girona,1,0,0,0,1,1
41789,750,75,2,1,Girona,1,0,0,0,1,1
41790,750,65,2,1,Girona,1,0,0,1,1,1
41791,1100,127,4,2,Girona,1,0,0,0,1,1
41792,1100,74,3,2,Girona,1,0,0,0,1,1
41793,875,71,3,1,Girona,1,0,0,0,1,1
41794,950,95,2,1,Girona,1,0,0,0,1,1
41795,700,50,1,1,Girona,0,0,0,0,1,1
41796,600,50,1,1,Girona,1,0,0,0,1,1
41797,780,66,3,1,Girona,0,0,0,0,1,1
41798,1280,99,4,2,Girona,1,0,0,0,1,1
41799,950,950,2,2,Girona,1,0,0,0,1,1
41800,760,62,3,1,Girona,1,0,0,0,1,1
41801,2400,342,4,3,Girona,0,0,0,1,1,1
41802,1300,90,3,2,Girona,1,0,0,1,1,1
41803,1250,210,5,3,Girona,0,0,0,0,1,1
41804,1500,190,4,3,Girona,1,0,0,0,1,1
41805,680,43,1,1,Girona,0,0,0,0,1,1
41806,700,50,1,1,Girona,1,0,0,0,1,1
41807,550,40,1,1,Girona,1,0,0,0,1,1
41808,925,90,3,2,Girona,1,0,0,0,1,1
41809,585,37,1,1,Girona,1,0,0,0,1,1
41810,2000,220,4,3,Girona,1,0,0,0,1,1
41812,1200,90,4,2,Girona,1,0,0,0,1,1
41813,1100,102,4,2,Girona,1,0,0,0,1,1
41814,1500,110,3,2,Girona,0,0,0,1,1,1
41815,900,100,4,2,Girona,1,0,0,0,1,1
41816,1450,132,4,2,Girona,1,0,0,0,1,1
41817,1300,75,2,2,Girona,1,0,0,0,1,1
41818,1000,81,2,2,Girona,1,0,0,0,1,1
41819,710,68,3,1,Girona,0,0,0,1,1,1
41820,1200,98,3,2,Girona,0,0,0,0,1,1
41821,1950,87,2,1,Girona,1,0,0,0,1,1
41822,950,107,2,2,Girona,1,0,0,0,1,1
41823,3000,150,4,4,Girona,0,0,0,0,1,1
41824,850,83,2,1,Girona,1,0,0,0,1,1
41825,1200,73,2,1,Girona,0,0,0,0,1,1
41826,1050,120,4,2,Girona,0,0,0,1,1,1
41827,600,40,1,1,Girona,0,0,0,1,1,1
41828,550,31,1,1,Girona,1,0,0,0,1,1
41829,1300,118,4,2,Girona,1,0,0,0,1,1
41830,790,68,2,1,Girona,1,0,0,0,1,1
41831,950,101,2,2,Girona,0,0,0,1,1,1
41832,800,96,4,1,Girona,1,0,0,1,1,1
41833,550,40,1,1,Girona,0,0,0,0,1,1
41834,630,57,1,1,Girona,1,0,0,0,1,1
41835,725,70,2,1,Girona,1,0,0,1,1,1
41836,1400,160,4,2,Girona,0,0,0,1,1,1
41837,1200,90,3,2,Girona,1,0,0,1,1,1
41838,700,60,2,1,Girona,1,0,0,1,1,1
41839,1200,111,3,2,Girona,1,1,0,0,1,1
41840,635,90,1,1,Girona,1,0,0,0,1,1
41841,480,40,1,1,Girona,0,0,0,0,1,1
41842,650,53,2,1,Girona,1,0,0,0,1,1
41843,725,68,2,2,Girona,0,0,0,1,1,1
41844,630,60,2,1,Girona,0,0,0,1,1,1
41845,490,45,1,1,Girona,1,0,0,0,1,1
41846,850,104,3,2,Girona,1,0,0,0,1,1
41847,795,159,3,2,Girona,0,0,0,0,1,1
41848,550,48,1,1,Girona,1,0,0,1,1,1
41849,620,85,3,2,Girona,0,0,0,1,1,1
41850,575,65,2,1,Girona,1,0,0,0,1,1
41851,675,82,2,2,Girona,0,0,0,0,1,1
41852,670,65,2,1,Girona,1,1,0,0,1,1
41853,650,47,2,1,Girona,1,0,1,0,1,1
41854,700,60,3,1,Girona,0,0,0,1,1,1
41855,650,51,1,1,Girona,1,0,0,0,1,1
41856,825,82,3,2,Girona,1,0,0,0,1,1
41857,850,92,3,2,Girona,0,0,0,0,1,1
41858,800,144,5,2,Girona,0,0,0,1,1,1
41859,700,58,2,2,Girona,0,0,0,0,1,1
41860,790,100,3,1,Girona,0,0,0,1,1,1
41861,490,40,1,1,Girona,0,0,0,1,1,1
41862,950,70,2,1,Girona,0,0,0,0,1,1
41863,700,60,3,1,Girona,0,0,0,1,1,1
41864,1000,95,3,2,Girona,1,1,0,0,1,1
41865,600,49,1,1,Girona,1,0,0,1,1,1
41866,950,135,2,2,Girona,0,0,0,1,1,1
41867,900,93,2,1,Girona,0,0,0,0,1,1
41868,850,110,3,2,Girona,1,1,0,0,1,1
41869,800,104,3,2,Girona,0,1,0,1,1,1
41870,750,93,2,2,Girona,1,1,0,0,1,1
41871,4000,231,4,2,Girona,0,0,1,1,1,1
41872,600,85,3,1,Girona,0,0,0,1,1,1
41873,1500,150,3,1,Girona,0,0,0,0,1,1
41874,750,80,2,2,Girona,0,0,0,0,1,1
41876,1500,150,3,1,Girona,0,0,0,0,1,1
41877,500,70,2,1,Girona,0,0,0,0,1,1
41879,850,115,3,2,Girona,1,0,0,0,1,1
41880,600,75,2,1,Girona,1,0,0,0,1,1
41881,470,38,1,1,Girona,1,0,0,0,1,1
41882,1800,109,3,2,Girona,1,1,0,0,1,1
41883,750,80,3,2,Girona,0,0,0,1,1,1
41884,1375,200,3,2,Girona,0,0,1,1,1,1
41885,540,55,1,1,Girona,1,0,0,0,1,1
41886,2000,95,3,2,Girona,0,1,0,1,1,1
41887,600,75,2,2,Girona,0,0,0,1,1,1
41888,1100,230,3,2,Girona,0,0,0,1,1,1
41889,595,71,2,2,Girona,1,0,0,0,1,1
41890,2000,315,4,3,Girona,0,0,1,0,1,1
41891,330,25,1,1,Girona,0,0,0,0,1,1
41892,500,55,1,1,Girona,1,0,0,0,1,1
41893,500,70,1,1,Girona,1,0,0,0,1,1
41894,500,47,1,1,Girona,0,0,0,1,1,1
41895,900,105,3,2,Girona,0,0,0,0,1,1
41907,2600,170,4,3,Girona,0,0,0,1,1,1
41908,1500,270,5,2,Girona,0,0,1,1,1,1
41909,550,100,2,2,Girona,1,0,0,0,1,1
41910,1000,98,3,1,Girona,0,0,0,1,1,1
41911,625,90,2,2,Girona,0,0,0,0,1,1
41912,1000,60,1,1,Girona,0,0,1,0,1,1
41913,650,60,2,1,Girona,1,0,0,0,1,1
41914,850,70,2,1,Girona,1,0,0,0,1,1
41915,1300,95,4,4,Girona,0,0,0,0,1,1
41916,500,69,2,1,Girona,1,0,0,0,1,1
41917,725,85,3,2,Girona,0,0,0,0,1,1
41918,500,80,3,1,Girona,0,0,0,0,1,1
41919,800,100,4,1,Girona,0,0,0,1,1,1
41920,1600,126,3,2,Girona,0,1,0,1,1,1
41921,500,46,2,1,Girona,0,0,0,0,1,1
41922,750,110,3,2,Girona,1,0,0,0,1,1
41923,695,95,3,2,Girona,0,0,0,0,1,1
41924,690,75,2,1,Girona,1,1,0,0,1,1
41925,440,28,1,1,Girona,0,0,0,1,1,1
41926,600,40,1,1,Girona,0,1,0,1,1,1
41928,950,95,3,2,Girona,0,0,0,1,1,1
41929,1000,84,2,2,Girona,0,0,0,1,1,1
41930,600,95,3,2,Girona,0,0,0,0,1,1
41931,950,290,3,3,Girona,0,0,0,1,1,1
41932,900,100,3,2,Girona,0,0,0,1,1,1
41933,965,75,2,1,Girona,0,0,0,1,1,1
41935,1800,365,5,3,Girona,0,0,0,1,1,1
41936,750,97,4,2,Girona,1,0,0,0,1,1
41937,1280,281,5,2,Girona,0,0,0,0,1,1
41938,650,103,4,2,Girona,0,0,0,1,1,1
41939,595,60,1,1,Girona,0,0,0,1,1,1
41940,750,90,2,1,Girona,0,0,0,0,1,1
41941,1200,250,3,2,Girona,0,0,0,0,1,1
41942,540,60,2,1,Girona,0,0,0,1,1,1
41943,790,101,3,1,Girona,1,0,0,0,1,1
41945,750,95,3,2,Girona,0,0,0,1,1,1
41946,550,38,1,1,Girona,1,0,0,0,1,1
41947,1250,160,3,1,Girona,0,0,0,1,1,1
41948,600,70,1,1,Girona,0,0,0,0,1,1
41949,830,150,4,2,Girona,0,0,0,0,1,1
41950,540,60,2,1,Girona,0,0,0,1,1,1
41951,750,85,3,2,Girona,1,0,0,0,1,1
41952,600,81,3,1,Girona,0,0,0,0,1,1
41953,1600,409,5,4,Girona,0,0,1,1,1,1
41954,4000,231,4,2,Girona,0,0,1,1,1,1
41955,550,45,1,1,Girona,1,0,0,0,1,1
41956,650,55,2,1,Girona,1,0,0,1,1,1
41957,1350,220,4,2,Girona,0,0,0,0,1,1
41958,1400,187,5,4,Girona,0,0,0,0,1,1
41959,580,44,1,1,Girona,1,0,0,0,1,1
41960,350,30,1,1,Girona,0,0,0,0,1,1
41961,850,79,4,2,Girona,0,0,0,1,1,1
41963,900,93,3,1,Girona,0,0,0,1,1,1
41964,3200,50,1,1,Girona,0,0,0,1,1,1
41965,650,60,2,1,Girona,1,0,0,0,1,1
41966,525,70,3,2,Girona,0,0,0,0,1,1
41967,350,22,1,1,Girona,1,0,0,0,1,1
41968,2100,300,6,4,Girona,0,0,1,1,1,1
41969,1300,123,4,2,Girona,0,0,0,0,1,1
41970,765,93,3,2,Girona,0,0,0,1,1,1
41972,970,260,3,2,Girona,0,0,0,1,1,1
41973,1200,140,4,3,Girona,0,0,0,1,1,1
41974,1200,140,4,3,Girona,0,1,0,1,1,1
41975,750,60,2,1,Girona,0,0,0,0,1,1
41976,900,70,2,2,Girona,1,0,0,0,1,1
41977,800,90,3,2,Girona,0,0,0,0,1,1
41978,3000,300,5,3,Girona,0,0,1,1,1,1
41979,750,95,3,2,Girona,0,0,0,0,1,1
41980,800,85,3,2,Girona,1,0,0,0,1,1
41981,1250,212,5,3,Girona,1,1,0,0,1,1
41982,980,160,2,2,Girona,0,0,0,1,1,1
41983,1200,170,3,3,Girona,0,0,0,1,1,1
41984,875,174,3,2,Girona,0,0,0,0,1,1
41985,800,163,4,2,Girona,1,0,0,0,1,1
41986,850,147,3,2,Girona,0,0,0,0,1,1
41987,1250,149,4,3,Girona,1,0,0,0,1,1
41988,1100,50,2,1,Girona,1,0,0,0,1,1
41990,670,60,3,2,Girona,0,1,0,1,1,1
41991,1500,250,4,4,Girona,0,0,0,1,1,1
41993,450,60,2,1,Girona,1,0,0,0,1,1
41994,750,90,2,2,Girona,1,0,0,0,1,1
41995,600,57,1,1,Girona,1,0,0,0,1,1
41996,480,85,3,1,Girona,0,0,0,0,1,1
41997,1300,140,3,3,Girona,0,0,1,1,1,1
41998,625,80,2,1,Girona,0,0,0,1,1,1
42009,550,50,1,1,Girona,1,0,0,0,1,1
42010,700,80,3,1,Girona,1,0,0,0,1,1
42011,370,26,1,1,Girona,0,0,0,1,1,1
42012,650,66,3,1,Girona,0,0,0,0,1,1
42013,2500,368,5,4,Girona,0,1,0,1,1,1
42014,550,78,2,2,Girona,0,1,0,0,1,1
42015,725,70,3,1,Girona,0,0,0,0,1,1
42016,450,160,4,3,Girona,0,0,1,1,1,1
42017,625,76,3,1,Girona,0,0,0,0,1,1
42018,700,100,3,2,Girona,0,0,0,1,1,1
42019,950,120,4,2,Girona,0,1,0,0,1,1
42020,900,109,3,3,Girona,1,1,0,0,1,1
42021,860,60,2,1,Girona,0,0,0,1,1,1
42023,785,83,2,1,Girona,1,0,0,0,1,1
42024,775,72,2,1,Girona,1,0,0,1,1,1
42025,1200,140,3,2,Girona,1,0,0,0,1,1
42026,495,36,1,1,Girona,1,0,0,0,1,1
42027,700,102,3,1,Girona,0,0,0,0,1,1
42028,1350,150,4,2,Girona,1,0,0,0,1,1
42029,1600,166,4,2,Girona,1,0,0,0,1,1
42030,550,60,1,1,Girona,0,1,0,0,1,1
42031,750,84,3,1,Girona,1,0,1,0,1,1
42032,750,70,2,1,Girona,0,0,0,1,1,1
42033,1500,129,2,2,Girona,0,0,0,0,1,1
42034,1500,110,4,2,Girona,1,0,0,0,1,1
42035,3000,193,4,4,Girona,0,0,0,0,1,1
42036,700,70,2,2,Girona,0,0,0,0,1,1
42037,990,65,2,1,Girona,1,1,0,0,1,1
42038,750,96,3,2,Girona,0,0,0,0,1,1
42039,600,83,2,1,Girona,1,0,0,0,1,1
42040,620,85,3,2,Girona,0,0,0,1,1,1
42041,800,96,3,1,Girona,1,0,0,0,1,1
42042,1500,436,5,2,Girona,0,0,0,0,1,1
42043,1200,80,2,2,Girona,1,0,0,0,1,1
42044,750,69,2,2,Girona,1,0,0,0,1,1
42045,900,123,3,2,Girona,0,0,0,1,1,1
42046,800,100,3,2,Girona,1,1,0,0,1,1
42047,650,65,2,1,Girona,0,0,0,0,1,1
42048,500,51,1,1,Girona,0,0,1,1,1,1
42049,1000,130,4,2,Girona,1,0,0,0,1,1
42050,950,175,4,3,Girona,0,0,0,0,1,1
42051,950,150,2,1,Girona,0,0,0,0,1,1
42052,1500,150,4,2,Girona,0,0,0,1,1,1
42053,850,87,4,2,Girona,0,0,0,0,1,1
42054,1200,101,4,2,Girona,0,0,0,0,1,1
42055,500,71,3,1,Girona,0,0,0,0,1,1
42056,850,110,4,2,Girona,1,0,0,1,1,1
42057,1200,147,1,2,Girona,1,0,0,1,1,1
42058,800,45,1,1,Girona,1,1,0,0,1,1
42059,1500,92,3,2,Girona,1,1,0,0,1,1
42060,700,57,1,1,Girona,1,0,0,0,1,1
42061,775,75,2,1,Girona,1,0,0,1,1,1
42062,725,35,1,1,Girona,0,0,0,1,1,1
42063,900,87,3,2,Girona,1,0,0,0,1,1
42064,1000,180,5,3,Girona,0,0,0,1,1,1
42065,450,55,1,1,Girona,0,0,0,0,1,1
42066,550,50,1,1,Girona,1,1,0,0,1,1
42067,2000,200,3,4,Girona,0,0,1,1,1,1
42068,4000,231,4,2,Girona,0,0,1,1,1,1
42069,650,125,3,2,Girona,1,0,0,0,1,1
42070,650,85,3,1,Girona,1,0,0,0,1,1
42071,550,80,2,1,Girona,1,0,0,0,1,1
42072,800,100,3,2,Girona,1,0,0,0,1,1
42073,635,45,1,1,Girona,1,0,0,0,1,1
42074,550,55,1,1,Girona,0,0,0,0,1,1
42075,1700,150,3,3,Girona,1,0,0,0,1,1
42076,780,120,4,2,Girona,0,1,0,1,1,1
42077,550,100,3,1,Girona,0,0,0,0,1,1
42078,1700,200,5,3,Girona,0,0,0,0,1,1
42079,870,68,2,2,Girona,0,0,0,1,1,1
42080,825,100,3,2,Girona,1,0,0,0,1,1
42081,600,45,1,1,Girona,1,0,0,0,1,1
42082,690,48,1,1,Girona,1,0,0,0,1,1
42083,750,103,3,2,Girona,1,0,0,0,1,1
42084,725,59,2,1,Girona,1,0,0,0,1,1
42085,900,90,4,1,Girona,1,0,0,0,1,1
42086,800,80,3,1,Girona,0,0,0,1,1,1
42087,975,160,1,4,Girona,0,0,0,0,1,1
42088,975,153,1,1,Girona,0,0,0,1,1,1
42089,590,60,1,1,Girona,0,0,0,0,1,1
42090,750,95,3,2,Girona,0,0,0,0,1,1
42091,675,47,2,1,Girona,1,0,0,0,1,1
42092,800,50,2,1,Girona,0,0,1,0,1,1
42093,500,40,1,1,Girona,1,0,0,1,1,1
42094,650,70,2,2,Girona,1,0,0,0,1,1
42095,375,30,1,1,Girona,1,0,0,1,1,1
42096,680,110,2,2,Girona,0,1,0,0,1,1
42098,800,47,2,1,Girona,1,0,0,0,1,1
42099,950,147,4,2,Girona,0,0,0,1,1,1
42101,850,78,2,1,Girona,0,0,0,0,1,1
42102,500,35,1,1,Girona,0,0,0,1,1,1
42103,750,81,2,1,Girona,1,0,0,0,1,1
42104,485,45,1,1,Girona,0,0,0,1,1,1
42105,450,37,1,1,Girona,1,1,0,0,1,1
42107,525,55,2,1,Girona,1,0,0,1,1,1
42108,650,75,2,1,Girona,0,0,0,1,1,1
42109,775,64,2,1,Girona,1,0,0,0,1,1
42110,650,75,2,1,Girona,0,0,0,1,1,1
42111,850,130,5,2,Girona,1,0,0,0,1,1
42112,650,57,2,1,Girona,0,0,0,0,1,1
42113,650,57,2,1,Girona,1,1,0,0,1,1
42114,790,105,3,1,Girona,1,0,0,0,1,1
42115,2800,350,6,4,Girona,0,0,0,1,1,1
42116,1700,132,4,3,Girona,1,0,0,0,1,1
42117,750,80,2,1,Girona,1,0,0,0,1,1
42118,749,60,1,1,Girona,1,0,0,1,1,1
42119,1100,144,3,2,Girona,0,0,1,1,1,1
42120,700,75,2,1,Girona,1,0,0,0,1,1
42121,850,84,3,2,Girona,0,0,0,0,1,1
42122,650,50,1,1,Girona,1,0,0,0,1,1
42123,695,95,3,2,Girona,0,0,0,0,1,1
42124,785,120,4,3,Girona,0,0,0,0,1,1
42125,1000,72,2,1,Girona,1,0,0,1,1,1
42126,800,72,2,1,Girona,1,0,0,0,1,1
42127,850,315,5,3,Girona,0,0,0,1,1,1
42128,2000,292,5,3,Girona,0,0,0,1,1,1
42129,560,45,1,1,Girona,0,0,0,0,1,1
42130,540,50,2,2,Girona,0,0,0,0,1,1
42131,1700,209,5,3,Girona,1,1,0,0,1,1
42132,750,69,2,1,Girona,1,0,0,0,1,1
42133,750,83,4,1,Girona,0,0,0,0,1,1
42134,740,55,1,1,Girona,1,0,0,0,1,1
42135,1250,120,2,2,Girona,1,0,0,0,1,1
42136,750,70,1,1,Girona,0,0,0,0,1,1
42137,1500,160,3,4,Girona,0,0,1,1,1,1
42139,720,101,2,1,Girona,0,0,0,0,1,1
42140,900,90,3,2,Girona,1,0,0,0,1,1
42141,400,27,1,1,Girona,0,0,0,0,1,1
42142,800,75,3,1,Girona,0,0,0,0,1,1
42143,1200,130,4,2,Girona,1,0,0,0,1,1
42144,650,130,3,2,Girona,1,0,0,0,1,1
42145,850,83,2,1,Girona,1,0,0,0,1,1
42146,750,91,2,1,Girona,0,0,0,1,1,1
42147,690,56,2,1,Girona,1,1,0,0,1,1
42148,680,55,2,1,Girona,0,0,0,1,1,1
42149,600,80,2,2,Girona,1,0,0,0,1,1
42150,750,60,2,1,Girona,0,0,0,1,1,1
42151,550,57,2,1,Girona,0,0,0,0,1,1
42152,2500,327,3,4,Girona,0,0,0,1,1,1
42153,2420,128,3,1,Girona,0,0,1,1,1,1
42155,750,150,4,2,Girona,0,1,0,0,1,1
42156,900,82,3,2,Girona,1,0,0,0,1,1
42157,950,439,6,7,Girona,0,0,0,1,1,1
42158,3600,300,4,3,Girona,0,0,1,1,1,1
42160,1100,120,3,2,Girona,1,0,0,0,1,1
42161,1500,150,3,2,Girona,0,0,0,0,1,1
42162,900,75,2,1,Girona,1,0,0,0,1,1
42164,875,60,2,1,Girona,1,0,0,0,1,1
42165,1100,127,4,2,Girona,0,0,0,1,1,1
42166,675,64,2,1,Girona,1,1,0,0,1,1
42167,1100,130,2,1,Girona,1,0,0,0,1,1
42168,875,80,2,1,Girona,1,0,0,0,1,1
42169,750,70,3,2,Girona,1,1,0,0,1,1
42170,750,64,2,1,Girona,1,0,0,0,1,1
42171,1100,74,3,2,Girona,1,0,0,0,1,1
42172,900,80,3,2,Girona,1,0,0,0,1,1
42173,950,90,3,2,Girona,1,0,0,0,1,1
42174,760,67,2,1,Girona,1,1,0,0,1,1
42175,675,60,2,1,Girona,0,0,0,0,1,1
42176,675,44,1,1,Girona,1,0,0,0,1,1
42177,900,90,3,2,Girona,1,1,0,0,1,1
42178,2000,178,5,3,Girona,0,1,0,1,1,1
42179,675,60,1,1,Girona,1,0,0,0,1,1
42180,790,65,2,1,Girona,0,0,0,0,1,1
42181,1200,116,3,2,Girona,0,0,0,0,1,1
42182,860,80,2,1,Girona,0,0,0,1,1,1
42183,600,40,1,1,Girona,0,0,0,0,1,1
42184,675,66,2,2,Girona,1,0,0,0,1,1
42185,980,74,3,1,Girona,1,0,0,1,1,1
42186,720,68,2,1,Girona,1,0,0,0,1,1
42187,950,94,3,2,Girona,1,0,0,0,1,1
42188,1100,110,4,2,Girona,1,0,0,0,1,1
42189,850,100,2,1,Girona,0,0,0,1,1,1
42190,850,90,3,2,Girona,1,0,0,0,1,1
42191,720,56,2,1,Girona,1,0,0,0,1,1
42192,630,68,2,1,Girona,0,0,0,0,1,1
42193,1290,120,5,3,Girona,0,0,0,1,1,1
42204,800,60,2,1,Girona,1,1,0,0,1,1
42205,1500,368,4,3,Girona,0,0,1,0,1,1
42207,550,52,2,1,Girona,1,0,0,0,1,1
42208,150,2230,1,1,Girona,0,0,0,0,1,1
42209,750,80,2,1,Girona,0,1,0,0,1,1
42210,900,139,3,3,Girona,0,0,0,1,1,1
42212,750,61,2,1,Girona,1,0,0,1,1,1
42213,600,65,2,1,Girona,0,0,0,0,1,1
42214,900,109,3,2,Girona,1,1,0,0,1,1
42215,580,100,3,2,Girona,0,0,0,0,1,1
42216,680,83,2,1,Girona,0,0,0,0,1,1
42217,550,50,1,1,Girona,0,1,0,0,1,1
42218,850,110,3,2,Girona,0,0,0,1,1,1
42219,600,55,2,1,Girona,0,0,0,0,1,1
42220,700,52,2,1,Girona,0,0,0,0,1,1
42221,420,29,1,1,Girona,0,0,0,0,1,1
42222,850,78,2,1,Girona,0,0,0,0,1,1
42223,550,70,3,1,Girona,1,0,0,0,1,1
42224,800,68,2,1,Girona,1,0,0,1,1,1
42225,750,100,2,2,Girona,1,1,0,0,1,1
42226,750,65,3,1,Girona,1,0,0,1,1,1
42227,950,140,4,2,Girona,1,0,0,1,1,1
42228,900,90,3,2,Girona,1,0,0,0,1,1
42229,1200,75,2,2,Girona,1,1,0,0,1,1
42230,1000,102,3,2,Girona,1,0,0,0,1,1
42231,950,98,2,1,Girona,0,1,0,0,1,1
42232,2000,245,5,4,Girona,0,0,1,1,1,1
42233,765,99,4,2,Girona,0,0,0,1,1,1
42234,500,25,1,1,Girona,1,0,1,0,1,1
42235,900,85,3,2,Girona,1,1,0,0,1,1
42236,3900,220,4,4,Girona,0,0,0,1,1,1
42238,750,108,4,2,Girona,1,0,0,0,1,1
